index,lambda
3135,0.00040885829509818505
3136,0.00040889850756741636
3137,0.00040925734461399153
3138,0.0004096937907137393
3139,0.0004101337719423977
3140,0.00041047797709413544
3141,0.00041080518815314127
3142,0.00041129878422869635
3143,0.0004118187213497799
3144,0.0004120617421144811
3145,0.0004124575758486088
3146,0.000412603845254235
3147,0.0004129579202788948
3148,0.0004133662640518191
3149,0.00041360306394175425
3150,0.0004139807147787458
3151,0.0004142200564574726
3152,0.0004149655915150145
3153,0.0004150981848752509
3154,0.0004154899230634826
3155,0.0004157010024419213
3156,0.0004160646667580998
3157,0.00041625766738058266
3158,0.00041668944356625126
3159,0.0004170505670790414
3160,0.0004172769595130702
3161,0.0004179758689451422
3162,0.00041817760799968726
3163,0.00041850478864161554
3164,0.0004187406712336074
3165,0.00041896220956976084
3166,0.0004195098808582117
3167,0.00041976706781123664
3168,0.00042017785014726935
3169,0.0004204274089475166
3170,0.0004208322601425201
3171,0.0004213822744001286
3172,0.00042167800390045443
3173,0.0004217873033779418
3174,0.0004223094585550766
3175,0.00042273504368974625
3176,0.00042297913379943706
3177,0.00042350527979066066
3178,0.0004237697737127873
3179,0.00042426582599012407
3180,0.0004246310783438286
3181,0.0004247523953395065
3182,0.00042509509900860726
3183,0.00042537170875088916
3184,0.0004255217771210753
3185,0.0004261518626552895
3186,0.0004262406706250177
3187,0.00042651149155231976
3188,0.0004266381386829121
3189,0.00042734987982411443
3190,0.00042792098480762687
3191,0.0004280744604459929
3192,0.0004283864649512201
3193,0.0004285884897693155
3194,0.0004291302291088405
3195,0.0004292951446161486
3196,0.0004298829066330423
3197,0.0004300039986168277
3198,0.00043008717410038857
3199,0.0004304058583977575
3200,0.00043085608581933495
3201,0.0004309830996770729
3202,0.0004313418130950922
3203,0.0004318874746528289
3204,0.0004321119842180782
3205,0.00043246738468765496
3206,0.0004328392069347327
3207,0.0004332120318373921
3208,0.0004335292660174524
3209,0.0004342498483333462
3210,0.00043472956803040637
3211,0.00043503856751717285
3212,0.0004354041748555938
3213,0.00043580179368659294
3214,0.0004359569978428273
3215,0.0004362362229024063
3216,0.0004364627590413811
3217,0.00043680436931020574
3218,0.00043734278130052543
3219,0.00043755536025754586
3220,0.00043795280622763546
3221,0.00043863275813678604
3222,0.0004386545808949198
3223,0.0004388795538560582
3224,0.0004392154666264336
3225,0.0004397309405019211
3226,0.0004400132046165686
3227,0.00044012732126142345
3228,0.0004403401451876399
3229,0.0004409935245278081
3230,0.00044143765909997976
3231,0.00044168245556493413
3232,0.0004421698102571858
3233,0.0004423666966339058
3234,0.000442684257231632
3235,0.00044323289652385564
3236,0.00044362198146740724
3237,0.00044413153506907846
3238,0.0004442399160720166
3239,0.0004445747414481191
3240,0.00044503577250684905
3241,0.00044511705463215706
3242,0.00044524683468252416
3243,0.0004458341502950788
3244,0.0004459393708683635
3245,0.0004467838715587959
3246,0.00044713450539676395
3247,0.00044754557218497864
3248,0.0004478703667226328
3249,0.0004482084214897809
3250,0.00044848715385901295
3251,0.0004486964311888377
3252,0.0004489163485499772
3253,0.0004495617512069542
3254,0.0004497518074690425
3255,0.0004501701409104133
3256,0.0004503323379885036
3257,0.00045082037710707674
3258,0.0004513700399365646
3259,0.0004515354390279589
3260,0.00045178832584071894
3261,0.0004520459570806179
3262,0.000452355577435683
3263,0.0004525925080498448
3264,0.00045269300056901185
3265,0.000453397853909093
3266,0.00045390171139521145
3267,0.0004543932818690208
3268,0.0004547346512253462
3269,0.000454764895448638
3270,0.0004551521703084157
3271,0.00045591386228966
3272,0.0004561968196531542
3273,0.0004567004189081812
3274,0.00045677843917153515
3275,0.00045718640765197034
3276,0.00045723854563533086
3277,0.0004578690656794471
3278,0.00045848394592551563
3279,0.00045903250363150754
3280,0.0004591418893894558
3281,0.00045972453625895077
3282,0.00046020772098165515
3283,0.0004604539770395036
3284,0.00046061171303012305
3285,0.0004610202492635661
3286,0.00046113059679726045
3287,0.00046144799615337965
3288,0.00046151255316662185
3289,0.0004618514564505543
3290,0.0004629114153017894
3291,0.0004632967605886626
3292,0.00046360484136654843
3293,0.00046412527575417743
3294,0.0004642965965916715
3295,0.0004644258716718056
3296,0.00046496151977963536
3297,0.0004654748212248263
3298,0.00046583267567279854
3299,0.00046600604636972743
3300,0.00046646632596253834
3301,0.0004667326462158345
3302,0.0004670237587970146
3303,0.000468170401410209
3304,0.000468377366206664
3305,0.0004684246496126263
3306,0.00046868215569226507
3307,0.00046884851594604284
3308,0.00046936979969543143
3309,0.0004695502681656545
3310,0.00047031160290096744
3311,0.00047038916993186473
3312,0.00047074345383552187
3313,0.0004709731829154886
3314,0.0004718743865318621
3315,0.00047230493716889235
3316,0.00047259193726945775
3317,0.0004729319060492025
3318,0.00047308981058073404
3319,0.00047389445108259645
3320,0.00047396946659944157
3321,0.00047438887522488796
3322,0.0004746822953096142
3323,0.00047479826667845885
3324,0.0004755140081069849
3325,0.0004755387227769379
3326,0.0004762714718253744
3327,0.00047661106307041683
3328,0.00047676293564727167
3329,0.000477395407599608
3330,0.00047795783301848063
3331,0.0004781422219195725
3332,0.0004787042819558493
3333,0.00047888554452002317
3334,0.0004790947013364281
3335,0.00047934922086396916
3336,0.0004798863291982873
3337,0.00048016578835639173
3338,0.0004804081299556114
3339,0.00048069653053992234
3340,0.0004812258675977568
3341,0.0004817998670797635
3342,0.0004824884240374246
3343,0.0004827105269117994
3344,0.00048317335725149026
3345,0.00048366622427790994
3346,0.000483915585638919
3347,0.00048405432143240466
3348,0.0004846481714256449
3349,0.0004851535048788929
3350,0.0004853385797013339
3351,0.0004855248606381323
3352,0.0004859929014105353
3353,0.00048648611378163836
3354,0.0004866002156085874
3355,0.00048706270661550295
3356,0.0004875892239937361
3357,0.0004878910877473192
3358,0.0004884665568758563
3359,0.0004891256735131192
3360,0.0004897865999765423
3361,0.0004900070621559547
3362,0.0004902678637844785
3363,0.0004905625935875923
3364,0.000491426137386796
3365,0.000491559172943156
3366,0.0004919219094088079
3367,0.0004921161656911815
3368,0.000492718051587379
3369,0.0004930135592254523
3370,0.0004933674467733619
3371,0.0004937669495513783
3372,0.0004943585451503605
3373,0.0004943954833359812
3374,0.0004946694660617728
3375,0.0004951958874997118
3376,0.0004954941661777655
3377,0.0004961551046587932
3378,0.0004964344749697516
3379,0.0004970253121819754
3380,0.000497170460355298
3381,0.0004973801799268621
3382,0.0004982841345673061
3383,0.0004985568748125934
3384,0.0004990339883360849
3385,0.000499386028291481
3386,0.0004994528147110683
3387,0.000499941798591488
3388,0.0005004272236668743
3389,0.0005006162197612987
3390,0.000501362928964525
3391,0.0005015646348200409
3392,0.0005017148103533405
3393,0.0005020037713756503
3394,0.0005025952079944026
3395,0.0005028787740365021
3396,0.0005031381338436118
3397,0.0005035423088051044
3398,0.0005041033476395139
3399,0.0005045239674224636
3400,0.0005047530293484412
3401,0.0005051527038578069
3402,0.0005057894933168351
3403,0.000506399353262116
3404,0.0005066548638661811
3405,0.0005071322566014051
3406,0.0005076787237605447
3407,0.000508152766528547
3408,0.0005088299407827936
3409,0.0005089500313496053
3410,0.0005091941335533121
3411,0.0005093372623689897
3412,0.0005095015771318443
3413,0.0005098145273987332
3414,0.000510697662608237
3415,0.0005112292177335853
3416,0.0005117709628031642
3417,0.0005117819073379109
3418,0.0005124528423673429
3419,0.0005127799811377765
3420,0.0005129350931440866
3421,0.000513555775167105
3422,0.0005140344290812407
3423,0.0005140671299781314
3424,0.000514759703307512
3425,0.0005149550734717447
3426,0.0005156239646625046
3427,0.0005160995643672412
3428,0.0005162836741188498
3429,0.0005170610536390976
3430,0.0005172665975383819
3431,0.0005175908182664168
3432,0.0005184230737968306
3433,0.0005190981217901148
3434,0.0005193289930312721
3435,0.0005196408929810746
3436,0.0005197912868461031
3437,0.0005202191239131951
3438,0.0005207617373154862
3439,0.000521163436113821
3440,0.0005213448800393658
3441,0.0005219397303048269
3442,0.0005224723964930266
3443,0.0005226237289423014
3444,0.0005229281331560173
3445,0.0005232911644775832
3446,0.0005235471030222855
3447,0.000524257649953019
3448,0.0005247296577235936
3449,0.000524930761039688
3450,0.0005253784067161902
3451,0.0005260854907440817
3452,0.0005265809058805903
3453,0.0005266293097072235
3454,0.0005273961665756013
3455,0.0005280138584427907
3456,0.0005282979867503744
3457,0.0005285523648587061
3458,0.0005289330669269482
3459,0.000529601363354628
3460,0.000530063243172652
3461,0.000530325881435409
3462,0.0005310725577120783
3463,0.0005313937011441289
3464,0.0005320449699341493
3465,0.0005323837936206364
3466,0.0005325753819650173
3467,0.0005331634490413707
3468,0.0005334451969488533
3469,0.0005336558808779553
3470,0.0005339331132358363
3471,0.0005348132179980389
3472,0.0005352921231644171
3473,0.0005358747794059537
3474,0.0005363867700966535
3475,0.0005368123756321822
3476,0.0005375542657377804
3477,0.0005376765946562514
3478,0.0005380934448074332
3479,0.0005382903237264702
3480,0.0005388225924560481
3481,0.000539447052593787
3482,0.0005395449575806736
3483,0.0005400685522890222
3484,0.0005405152639899665
3485,0.0005406860152570924
3486,0.0005410245948908191
3487,0.0005415355142867131
3488,0.00054204154973792
3489,0.0005425996981428951
3490,0.0005427999312580876
3491,0.0005435509061181243
3492,0.0005440947774188909
3493,0.0005442119285875733
3494,0.0005445882146353496
3495,0.0005449050171430623
3496,0.0005451124562035106
3497,0.0005459609018666222
3498,0.0005463180994695225
3499,0.0005471358007935713
3500,0.0005473274538522533
3501,0.0005479118514632074
3502,0.0005481254377544351
3503,0.0005485497367538458
3504,0.0005490209862085574
3505,0.0005491977904412103
3506,0.0005495961488531716
3507,0.0005504014387253837
3508,0.0005506721467955918
3509,0.0005510863749710901
3510,0.0005520291849915858
3511,0.0005520917502457584
3512,0.0005526892866969048
3513,0.0005538476689502966
3514,0.0005538766184862938
3515,0.0005539741646715579
3516,0.0005548518733583076
3517,0.0005552673259593012
3518,0.0005554176533103771
3519,0.0005557882907285183
3520,0.0005563399133608879
3521,0.0005571559147670415
3522,0.0005575230722004126
3523,0.0005580220513132357
3524,0.0005585621416220463
3525,0.0005589811315040504
3526,0.0005591667843559417
3527,0.0005599840947842571
3528,0.0005603029069653004
3529,0.0005608036994026977
3530,0.0005610871065436492
3531,0.0005617501181007196
3532,0.0005619950489186155
3533,0.0005622859747333687
3534,0.0005627137550385103
3535,0.0005628087501772962
3536,0.0005633143888120886
3537,0.0005643776951051962
3538,0.0005647274491301343
3539,0.0005650181992001373
3540,0.000565257403386973
3541,0.0005659506574845653
3542,0.0005660946862989261
3543,0.0005664543503137263
3544,0.0005676732381782995
3545,0.0005679421356992757
3546,0.0005686516222915978
3547,0.0005687287318533318
3548,0.0005694150045550902
3549,0.0005696784086926838
3550,0.0005698731292416052
3551,0.0005706223541791576
3552,0.0005717342714239863
3553,0.0005718556214617551
3554,0.0005722584102939065
3555,0.0005724481975140367
3556,0.0005731524051739893
3557,0.0005734812597133668
3558,0.0005735522003450885
3559,0.0005738125685976978
3560,0.0005744303084777703
3561,0.0005747986514523145
3562,0.0005752571672564164
3563,0.0005757405446093184
3564,0.0005764142935337982
3565,0.0005765852896297578
3566,0.0005771322428595361
3567,0.0005778026618512678
3568,0.000578511597120653
3569,0.000578994514497597
3570,0.0005795964534751666
3571,0.0005803687829205887
3572,0.0005805258796623358
3573,0.0005806932607523437
3574,0.0005808455557651887
3575,0.000581932331699989
3576,0.000582475874728988
3577,0.0005826094857454433
3578,0.00058283336060731
3579,0.0005833726680312668
3580,0.000583713618577883
3581,0.0005839228559851823
3582,0.0005846605173118702
3583,0.0005849754467804807
3584,0.0005855791991829329
3585,0.0005863346450260443
3586,0.0005869527241290508
3587,0.000587180535171639
3588,0.0005876432785634423
3589,0.0005881972072608227
3590,0.0005885268290102739
3591,0.0005887817760768531
3592,0.0005893553460975291
3593,0.0005895801082045288
3594,0.0005904515996274612
3595,0.0005906664450991594
3596,0.0005910270894662979
3597,0.0005916714932962152
3598,0.0005924625707851742
3599,0.0005928426192336589
3600,0.0005931155084318341
3601,0.0005937390069405865
3602,0.000594261799306828
3603,0.0005946747124044521
3604,0.0005951784535756835
3605,0.0005952737657085347
3606,0.0005962394314364599
3607,0.000596970923089642
3608,0.0005972516067196354
3609,0.0005976319208906068
3610,0.0005979936751152021
3611,0.0005984996509880156
3612,0.0005991950295810926
3613,0.0005998361651627317
3614,0.000600651591441339
3615,0.0006009360052671303
3616,0.0006015335185009208
3617,0.0006020971735922631
3618,0.0006025141883890159
3619,0.0006029852351406293
3620,0.000603345086811196
3621,0.0006036746897466334
3622,0.0006043623199997538
3623,0.0006051025550025171
3624,0.0006058920939687096
3625,0.0006063307002673033
3626,0.0006064847490998528
3627,0.0006068112484820862
3628,0.0006070868078753745
3629,0.0006084575716654089
3630,0.000608780312365734
3631,0.0006092660628336752
3632,0.000609975503412656
3633,0.0006105059137503029
3634,0.0006108593313222389
3635,0.0006111636914500763
3636,0.0006116098166793947
3637,0.000612488628860255
3638,0.0006130085075463399
3639,0.0006132384208496448
3640,0.0006136005605636961
3641,0.000614905252700959
3642,0.000615019258826126
3643,0.0006153731127187841
3644,0.0006163180168047208
3645,0.000616569244540838
3646,0.0006172287818853025
3647,0.0006175707090826037
3648,0.0006183301689655561
3649,0.000618560058455596
3650,0.0006189427138282526
3651,0.0006194694860674787
3652,0.0006201136253979738
3653,0.0006204338607134176
3654,0.0006210292030799497
3655,0.0006212937609011133
3656,0.0006217244241190034
3657,0.0006224055574597538
3658,0.0006231089584012122
3659,0.0006235634254835283
3660,0.0006237899382758611
3661,0.0006242448244038185
3662,0.0006247491258931171
3663,0.0006255498836856584
3664,0.0006256852529558974
3665,0.0006260751199715237
3666,0.0006266490713620065
3667,0.0006274649158590365
3668,0.0006285356702766354
3669,0.0006289165313738224
3670,0.000629576462335021
3671,0.0006305556463204609
3672,0.0006307941387572233
3673,0.00063088552419424
3674,0.0006314268374324258
3675,0.0006321484977574578
3676,0.0006323521411803175
3677,0.0006330130760140606
3678,0.0006335798347666161
3679,0.0006338135116946126
3680,0.0006349073167100213
3681,0.0006356019632432479
3682,0.0006360878781923268
3683,0.0006365900731152133
3684,0.0006371592001848627
3685,0.0006376809163718334
3686,0.0006378776530305731
3687,0.000638364273536749
3688,0.0006386294558907246
3689,0.000639601240244257
3690,0.0006405641055580154
3691,0.0006409090420886821
3692,0.0006410436022385683
3693,0.0006417175551227195
3694,0.0006424571980143482
3695,0.000643312501699139
3696,0.000643525263728067
3697,0.0006441995987733675
3698,0.0006444987096731398
3699,0.0006449191664866285
3700,0.0006454846728017407
3701,0.0006460747186622197
3702,0.0006467938622684245
3703,0.000647199186419807
3704,0.0006475914682884474
3705,0.0006478596912284737
3706,0.0006483789405877153
3707,0.0006489196832223083
3708,0.0006495273887714688
3709,0.0006497817485993595
3710,0.0006511074445429608
3711,0.0006514485321802055
3712,0.0006520825618358601
3713,0.0006525778185797269
3714,0.0006532983385216812
3715,0.0006542966334437839
3716,0.0006547781786467121
3717,0.0006552613322320293
3718,0.0006556502444674576
3719,0.0006561680579336728
3720,0.0006566514999157339
3721,0.0006572170376105063
3722,0.0006577895872950543
3723,0.0006580734064130402
3724,0.0006583869986067814
3725,0.0006601404567022015
3726,0.000660841111559726
3727,0.0006609060702106217
3728,0.0006612631095900856
3729,0.0006617207878149865
3730,0.0006626146265749914
3731,0.0006633184549920518
3732,0.0006634668960159401
3733,0.0006643802069937757
3734,0.000664725912081983
3735,0.0006650157251746919
3736,0.000665542753545765
3737,0.0006656425717789007
3738,0.0006669969279405816
3739,0.0006674104852363691
3740,0.000667783266993219
3741,0.0006683751659730978
3742,0.0006689546245948666
3743,0.0006702311897293948
3744,0.0006706802253839446
3745,0.0006707984928564901
3746,0.0006714079734470216
3747,0.000672438136718865
3748,0.0006727897097771447
3749,0.0006732559815033779
3750,0.0006743929495823099
3751,0.00067470469824233
3752,0.0006749107816093356
3753,0.0006755806357348056
3754,0.0006767295039619836
3755,0.0006772247317864914
3756,0.0006777110343382609
3757,0.0006785609352810417
3758,0.0006790371057469958
3759,0.0006797395301672889
3760,0.0006800464906713274
3761,0.0006807033907748376
3762,0.0006810466826910845
3763,0.0006812398115370684
3764,0.0006819777693500456
3765,0.0006825911874096744
3766,0.0006837281485950638
3767,0.0006840998141336471
3768,0.0006844325524760774
3769,0.0006846933671208869
3770,0.0006852225297879207
3771,0.0006856003483201873
3772,0.0006868154367068529
3773,0.0006874544923897416
3774,0.0006879370759475335
3775,0.0006886152964293192
3776,0.0006890505493613892
3777,0.0006896269718525383
3778,0.0006903291829682086
3779,0.0006910114146122229
3780,0.0006918176440998262
3781,0.0006923083178417158
3782,0.0006928444603937423
3783,0.0006934074193817974
3784,0.0006937681055432888
3785,0.0006942684418546912
3786,0.0006957153571589895
3787,0.0006961656037756801
3788,0.0006964547207521064
3789,0.0006969479281532248
3790,0.0006971277004136787
3791,0.0006984401975560167
3792,0.0006987208611531293
3793,0.0006997756825555563
3794,0.0006999904649953025
3795,0.0007011795217163859
3796,0.0007014936114742862
3797,0.0007016307034741789
3798,0.0007023160981463734
3799,0.0007037006393193235
3800,0.0007037436026575835
3801,0.0007050841875638331
3802,0.0007054538192787158
3803,0.0007056205036776722
3804,0.0007071929061843604
3805,0.0007074199353300428
3806,0.0007079114235483051
3807,0.0007084529151829728
3808,0.0007094699611490133
3809,0.0007097572461294119
3810,0.0007101819493673994
3811,0.0007111399824080059
3812,0.0007117137041323597
3813,0.0007119121154220675
3814,0.0007126980962092828
3815,0.0007131419513282601
3816,0.0007138228730208302
3817,0.0007142460418162189
3818,0.0007144981081488196
3819,0.000715353043588111
3820,0.000716156056117625
3821,0.0007169395479821545
3822,0.0007171647658040748
3823,0.0007176716239635999
3824,0.0007185415748855229
3825,0.0007193248096354692
3826,0.0007199599024684211
3827,0.0007214964411440456
3828,0.0007215714952092299
3829,0.0007225012296658206
3830,0.0007228893232457138
3831,0.0007235053118369167
3832,0.00072414607365394
3833,0.0007243588049124652
3834,0.0007257450671705022
3835,0.0007258981918080689
3836,0.000727423209839612
3837,0.0007281233006994893
3838,0.0007284458695482369
3839,0.0007293889760910788
3840,0.0007303973325552151
3841,0.0007308217562788351
3842,0.0007314575775263969
3843,0.0007324428390277013
3844,0.0007326838592870409
3845,0.0007330303181668484
3846,0.0007337069443394309
3847,0.000734280163881889
3848,0.0007351746775721026
3849,0.0007359906072458619
3850,0.0007361566823132814
3851,0.0007374304754023414
3852,0.000737762799876666
3853,0.0007382126508782153
3854,0.0007396465079945669
3855,0.0007401235834432468
3856,0.0007408313681891856
3857,0.0007410667666276271
3858,0.0007417285999488122
3859,0.0007420047759949058
3860,0.0007427209923299235
3861,0.0007437738022202004
3862,0.0007447040225470855
3863,0.0007452373525914041
3864,0.0007461711785546577
3865,0.0007468161102031744
3866,0.0007470568662190292
3867,0.0007483203718896632
3868,0.0007488471331657834
3869,0.0007491033010839325
3870,0.0007503926892850388
3871,0.00075142009178309
3872,0.0007518555663313972
3873,0.000752381334723217
3874,0.0007535893436830564
3875,0.0007538065187220797
3876,0.0007542822747586492
3877,0.0007554321204382761
3878,0.0007562085827837304
3879,0.0007565732878263184
3880,0.0007577194990200513
3881,0.0007585038746069931
3882,0.0007591735617299374
3883,0.0007600378391126815
3884,0.0007615959050554986
3885,0.0007622173294715444
3886,0.000763169769591305
3887,0.0007638523905805518
3888,0.0007645305449138064
3889,0.0007652346989063288
3890,0.0007653145534446739
3891,0.0007656462816006978
3892,0.0007662655268189525
3893,0.0007668712312348911
3894,0.0007679673426552244
3895,0.0007688768981609143
3896,0.0007695079535742171
3897,0.0007703942015404085
3898,0.0007709797211831602
3899,0.0007714763780648842
3900,0.0007721534724698324
3901,0.0007728721170047691
3902,0.0007734208900892253
3903,0.0007750704119704345
3904,0.000775180329352955
3905,0.0007759434388352998
3906,0.0007771450819257042
3907,0.0007773696602293249
3908,0.0007779315614594299
3909,0.0007790309010751745
3910,0.0007794518097977191
3911,0.0007798227582995565
3912,0.000781130333170392
3913,0.0007825308431314781
3914,0.0007833941222830682
3915,0.000783970387106774
3916,0.0007851574221557913
3917,0.0007855081657242345
3918,0.000785964380043147
3919,0.0007869725386654396
3920,0.000787914051434765
3921,0.0007883702004111354
3922,0.0007896122599283132
3923,0.0007903717288945199
3924,0.0007905504240628867
3925,0.0007918218731201429
3926,0.0007920805689446309
3927,0.000793533015277141
3928,0.0007938588331769419
3929,0.0007958714303518799
3930,0.0007960107869589429
3931,0.0007963598321617536
3932,0.0007969875889136769
3933,0.0007976300776847298
3934,0.000798444826538879
3935,0.0007992186362779968
3936,0.0007999394807512674
3937,0.0008009267280782571
3938,0.0008019890327122401
3939,0.0008025627084012033
3940,0.0008037525299731744
3941,0.0008050347038527148
3942,0.0008056576082164581
3943,0.0008075359290163759
3944,0.0008078182693898248
3945,0.0008086623626086535
3946,0.0008093436507479769
3947,0.0008110441141341787
3948,0.0008114011679400155
3949,0.0008125721903950459
3950,0.0008132149627955482
3951,0.0008133199311692075
3952,0.0008137709700260836
3953,0.0008159079312002449
3954,0.0008164685995734616
3955,0.0008171559782233618
3956,0.0008178158525535366
3957,0.0008188036733700311
3958,0.000820010610165583
3959,0.0008202640915057062
3960,0.0008212663143841377
3961,0.0008229709268599342
3962,0.0008234963669878766
3963,0.0008244580735910391
3964,0.0008254473201221574
3965,0.0008265033511663751
3966,0.0008272334903582619
3967,0.0008284571748888286
3968,0.0008298859584501745
3969,0.0008304120096317411
3970,0.0008308720542683007
3971,0.0008325314150827278
3972,0.0008329599617043113
3973,0.0008341073181165772
3974,0.0008350896129622414
3975,0.0008355896761558417
3976,0.0008366805546490828
3977,0.0008374672615537333
3978,0.0008379354416580832
3979,0.0008389718184001459
3980,0.0008404049258213383
3981,0.0008417427728908352
3982,0.000842619453101463
3983,0.0008436024437633759
3984,0.0008443874245653511
3985,0.0008448362861663647
3986,0.0008465039235227925
3987,0.0008467353117711181
3988,0.0008477122432587631
3989,0.0008491197684861417
3990,0.0008494484189786229
3991,0.000850763769239645
3992,0.0008524199297750982
3993,0.0008525232440022472
3994,0.0008532767109578647
3995,0.0008545344649547962
3996,0.0008550100260967786
3997,0.0008563286377340871
3998,0.0008582757078178016
3999,0.0008584481822639059
4000,0.0008592008439721419
4001,0.0008602324966694902
4002,0.0008618390734604389
4003,0.0008630053088179249
4004,0.0008635403773682045
4005,0.0008644633998523365
4006,0.0008664840487982177
4007,0.000867298966077408
4008,0.0008673242524347265
4009,0.0008692674747643299
4010,0.0008698685806072165
4011,0.0008714400934522669
4012,0.0008730786186531272
4013,0.0008742243645084882
4014,0.0008745646547095278
4015,0.0008755206185273658
4016,0.0008768052523161096
4017,0.0008781888835596942
4018,0.000878606996003133
4019,0.0008789962169618705
4020,0.000880260589025162
4021,0.0008817071674859356
4022,0.0008826484310458401
4023,0.0008835195902046251
4024,0.000884312462870452
4025,0.0008851491621067314
4026,0.0008873517020550802
4027,0.0008876970416254302
4028,0.0008885466078272889
4029,0.0008906610936481125
4030,0.0008915070808287806
4031,0.0008925560680825695
4032,0.0008935085627504612
4033,0.0008940230413257206
4034,0.0008968933929385206
4035,0.0008973204062122992
4036,0.0008986062657732269
4037,0.0008997493032119956
4038,0.0009009887255185452
4039,0.0009017983472179494
4040,0.0009033194374975681
4041,0.0009063713829763579
4042,0.0009069041898577333
4043,0.0009083279230745772
4044,0.0009096332938506711
4045,0.0009108920900700309
4046,0.0009112471812056976
4047,0.0009132172805993228
4048,0.000914405800114391
4049,0.0009163104567314434
4050,0.0009183140754936986
4051,0.000918872565494482
4052,0.0009197418025920863
4053,0.0009209541201224065
4054,0.0009215419533929606
4055,0.0009244166289226244
4056,0.0009247782823175887
4057,0.0009260553030472033
4058,0.0009261398212749185
4059,0.0009285680007115753
4060,0.0009311240745193841
4061,0.0009326818714270757
4062,0.0009358845738928184
4063,0.0009360454151124228
4064,0.000938983399938281
4065,0.0009400572031924149
4066,0.0009424983978187569
4067,0.0009443976285862821
4068,0.0009458493705743506
4069,0.0009481194732690168
4070,0.0009493527205218226
4071,0.0009501906968652304
4072,0.0009514585279575582
4073,0.0009528218795966328
4074,0.0009549700157596198
4075,0.0009581412441363516
4076,0.0009602006207627147
4077,0.0009621189869490043
4078,0.0009632250317877391
4079,0.0009662058239258511
4080,0.0009683774364635168
4081,0.0009711979488009533
4082,0.0009719209664337676
4083,0.0009735333084384327
4084,0.0009764615172582029
4085,0.0009796520200889482
4086,0.0009806914483795925
4087,0.0009833718339277348
4088,0.0009867553749976408
4089,0.000991842747931218
4090,0.0009955954975297801
4091,0.0009989052132825086
4092,0.0010005786378176386
4093,0.0010101831112751226
4094,0.001011804793627709
4095,0.006049741133982338
